time	V(audio_out)
2.156159765947465e-004	5.412364e+000
2.160458962752606e-004	5.438458e+000
2.167287304949177e-004	5.469265e+000
2.173958620516962e-004	5.490026e+000
2.180009255804011e-004	5.502111e+000
2.186798143440573e-004	5.510731e+000
2.195676610824558e-004	5.517989e+000
2.205332102738232e-004	5.523058e+000
2.217647106402241e-004	5.527072e+000
2.232794498228901e-004	5.529787e+000
2.248852299136596e-004	5.530530e+000
2.264573414606889e-004	5.528904e+000
2.288717370480032e-004	5.521500e+000
2.327804978993163e-004	5.497937e+000
2.376633103993164e-004	5.446434e+000
2.425461228993164e-004	5.362893e+000
2.459179282387201e-004	5.266970e+000
2.497704276751038e-004	5.089474e+000
2.533866747237878e-004	4.838969e+000
2.570233000785103e-004	4.497611e+000
2.604493516059429e-004	4.113814e+000
2.620281766722882e-004	3.921925e+000
2.631211088407542e-004	3.788696e+000
2.639874575238248e-004	3.690441e+000
2.646078002808558e-004	3.628269e+000
2.649390079892548e-004	3.600446e+000
2.654279457237942e-004	3.567413e+000
2.659804029281642e-004	3.538441e+000
2.665095956619347e-004	3.518408e+000
2.671036382008240e-004	3.502953e+000
2.677352116753317e-004	3.492028e+000
2.685433734196351e-004	3.482974e+000
2.693929402577394e-004	3.476780e+000
2.704705861862322e-004	3.471651e+000
2.717317043121727e-004	3.467827e+000
2.735239552383316e-004	3.465123e+000
2.756205364367784e-004	3.465099e+000
2.775103322016791e-004	3.468554e+000
2.805810885095317e-004	3.482154e+000
2.854639010095317e-004	3.521548e+000
2.903467135095317e-004	3.587138e+000
2.943914944105153e-004	3.674884e+000
2.977497476553496e-004	3.793205e+000
3.013786794171821e-004	3.988609e+000
3.043026434311964e-004	4.211874e+000
3.076082072252973e-004	4.537500e+000
3.110328042123205e-004	4.927202e+000
3.125195825623759e-004	5.107657e+000
3.135958891279433e-004	5.235835e+000
3.145921208606924e-004	5.344105e+000
3.149986717916440e-004	5.382142e+000
3.153552226717827e-004	5.409754e+000
3.157838963434805e-004	5.436280e+000
3.164809059701636e-004	5.468407e+000
3.171304577866141e-004	5.489062e+000
3.177598750746488e-004	5.501921e+000
3.184061965145456e-004	5.510374e+000
3.193137282386193e-004	5.518037e+000
3.202484357115073e-004	5.523183e+000
3.215000264448042e-004	5.527542e+000
3.229638190749135e-004	5.530477e+000
3.246649888532673e-004	5.531552e+000
3.263754670209814e-004	5.530042e+000
3.287386230221128e-004	5.523139e+000
3.325661252087134e-004	5.500756e+000
3.374489377087134e-004	5.450773e+000
3.423317502087134e-004	5.369883e+000
3.457271234612717e-004	5.278366e+000
3.492291976348500e-004	5.126372e+000
3.528688442319914e-004	4.890518e+000
3.560647686608115e-004	4.607610e+000
3.594682037614880e-004	4.240339e+000
3.615975292611245e-004	3.986328e+000
3.629543745786456e-004	3.819927e+000
3.637811262516439e-004	3.724849e+000
3.647904042424373e-004	3.622357e+000
3.651339614440324e-004	3.593554e+000
3.655923311231880e-004	3.563388e+000
3.660568437733815e-004	3.539488e+000
3.666034543773408e-004	3.518709e+000
3.671104581246232e-004	3.505077e+000
3.677449521551250e-004	3.493654e+000
3.685530260101291e-004	3.484174e+000
3.695085537813727e-004	3.477025e+000
3.705162629131766e-004	3.472188e+000
3.718025282837143e-004	3.468323e+000
3.735035201926409e-004	3.465680e+000
3.753774725411806e-004	3.465420e+000
3.771146232988924e-004	3.468120e+000
3.799393745566031e-004	3.479208e+000
3.844932944387387e-004	3.512390e+000
3.893761069387387e-004	3.573954e+000
3.942589194387387e-004	3.674706e+000
3.975846688717526e-004	3.787826e+000
4.011052610672178e-004	3.973343e+000
4.040341344806573e-004	4.192961e+000
4.073578957826127e-004	4.516167e+000
4.107974004866074e-004	4.904963e+000
4.123326124506606e-004	5.091276e+000
4.134139986270449e-004	5.221663e+000
4.143315023969193e-004	5.323854e+000
4.148372591590146e-004	5.373197e+000
4.151780276674309e-004	5.401050e+000
4.156306173537562e-004	5.430621e+000
4.163239746611563e-004	5.464712e+000
4.169547261436435e-004	5.486370e+000
4.175162283453479e-004	5.499002e+000
4.181387120384729e-004	5.508129e+000
4.189950914480595e-004	5.516344e+000
4.199221403881585e-004	5.522135e+000
4.210760878721720e-004	5.526757e+000
4.224497088304490e-004	5.530064e+000
4.242589440943505e-004	5.531784e+000
4.262243950257513e-004	5.530586e+000
4.284929464889665e-004	5.524547e+000
4.321700535704929e-004	5.504116e+000
4.370528660704929e-004	5.456396e+000
4.419356785704929e-004	5.378881e+000
4.454545280368998e-004	5.288296e+000
4.489021370172157e-004	5.144966e+000
4.525613498535621e-004	4.916892e+000
4.556317347518768e-004	4.653502e+000
4.589949060844529e-004	4.296652e+000
4.618366431007710e-004	3.961004e+000
4.632716222629294e-004	3.787903e+000
4.641629298046038e-004	3.687366e+000
4.647940981254773e-004	3.624797e+000
4.651141941012716e-004	3.598293e+000
4.656017607412511e-004	3.566201e+000
4.662360576678584e-004	3.534631e+000
4.668824310267329e-004	3.512249e+000
4.674924867713280e-004	3.498293e+000
4.680894574025997e-004	3.489454e+000
4.689546894656623e-004	3.481170e+000
4.699020720068313e-004	3.475248e+000
4.710467960930650e-004	3.470659e+000
4.724101329965589e-004	3.467366e+000
4.742330277169192e-004	3.465607e+000
4.762147441157423e-004	3.466785e+000
4.784772495276552e-004	3.472772e+000
4.821447294332019e-004	3.493059e+000
4.870275419332019e-004	3.540545e+000
4.919103544332019e-004	3.617623e+000
4.954358296323036e-004	3.707706e+000
4.988686384704421e-004	3.849341e+000
5.025372749468639e-004	4.076385e+000
5.055968455981548e-004	4.337327e+000
5.089534348686002e-004	4.692371e+000
5.119616659585430e-004	5.046793e+000
5.134047134958144e-004	5.219749e+000
5.143197207254041e-004	5.321907e+000
5.148635012423810e-004	5.374955e+000
5.151906828825439e-004	5.401666e+000
5.156479209400455e-004	5.431465e+000
5.163236088803805e-004	5.464663e+000
5.169662252489365e-004	5.486673e+000
5.175407328018955e-004	5.499565e+000
5.181622484179945e-004	5.508611e+000
5.190177295873948e-004	5.516737e+000
5.199453173086281e-004	5.522480e+000
5.211040565622344e-004	5.527078e+000
5.224838135153634e-004	5.530365e+000
5.242645098836435e-004	5.532029e+000
5.262264674882833e-004	5.530813e+000
5.284963172601337e-004	5.524762e+000
5.321754914090336e-004	5.504312e+000
5.370583039090336e-004	5.456586e+000
5.419411164090336e-004	5.379122e+000
5.454474892771031e-004	5.288988e+000
5.488907884024737e-004	5.146119e+000
5.525494410463268e-004	4.918581e+000
5.556143940381946e-004	4.656149e+000
5.589742072607119e-004	4.300021e+000
5.618701914419461e-004	3.958219e+000
5.633072939962056e-004	3.785170e+000
5.642055433304551e-004	3.684121e+000
5.648086327900159e-004	3.624580e+000
5.651304771240684e-004	3.598023e+000
5.656113353741837e-004	3.566513e+000
5.662782805271116e-004	3.533552e+000
5.669106544882744e-004	3.511885e+000
5.675324467500372e-004	3.497912e+000
5.681241917370942e-004	3.489275e+000
5.689818941266834e-004	3.481180e+000
5.699327412704663e-004	3.475302e+000
5.710838886094182e-004	3.470737e+000
5.724577652522017e-004	3.467459e+000
5.742412217468851e-004	3.465773e+000
5.762177955982120e-004	3.466974e+000
5.784822127172160e-004	3.472977e+000
5.821527368478918e-004	3.493306e+000
5.870355493478918e-004	3.540849e+000
5.919183618478918e-004	3.618017e+000
5.954400107482318e-004	3.708118e+000
5.988738262050222e-004	3.849968e+000
6.025415208572065e-004	4.077199e+000
6.056029824039170e-004	4.338529e+000
6.089609246015343e-004	4.693882e+000
6.119443194954587e-004	5.045504e+000
6.133874214435455e-004	5.218621e+000
6.142986244341153e-004	5.320506e+000
6.148526467383214e-004	5.374686e+000
6.151787626830390e-004	5.401380e+000
6.156385943379562e-004	5.431412e+000
6.163134537795504e-004	5.464648e+000
6.169560516918586e-004	5.486720e+000
6.175255194989863e-004	5.499549e+000
6.181462500079920e-004	5.508626e+000
6.190021399006465e-004	5.516801e+000
6.199285432830056e-004	5.522568e+000
6.210845119621166e-004	5.527180e+000
6.224598277199256e-004	5.530478e+000
6.242606770468694e-004	5.532178e+000
6.262250403094353e-004	5.530973e+000
6.284939960165216e-004	5.524931e+000
6.321717467132220e-004	5.504500e+000
6.370545592132220e-004	5.456804e+000
6.419373717132220e-004	5.379392e+000
6.454442591790999e-004	5.289318e+000
6.488867025865267e-004	5.146603e+000
6.525458734140353e-004	4.919209e+000
6.556092569357740e-004	4.657079e+000
6.589679735506422e-004	4.301189e+000
6.618816161071827e-004	3.957390e+000
6.633191939168042e-004	3.784388e+000
6.642198634017119e-004	3.683159e+000
6.648145016084570e-004	3.624537e+000
6.651369672011123e-004	3.597965e+000
6.656157132163214e-004	3.566615e+000
6.662834853787929e-004	3.533636e+000
6.669156524639734e-004	3.511982e+000
6.675359652106278e-004	3.498048e+000
6.681294527348742e-004	3.489391e+000
6.689901301556167e-004	3.481276e+000
6.699399261287283e-004	3.475415e+000
6.710927990218623e-004	3.470853e+000
6.724661854283815e-004	3.467583e+000
6.742407186533971e-004	3.465912e+000
6.762176082482723e-004	3.467116e+000
6.784819079962137e-004	3.473118e+000
6.821522452290992e-004	3.493445e+000
6.870350577290992e-004	3.540991e+000
6.919178702290992e-004	3.618167e+000
6.954391234890439e-004	3.708272e+000
6.988730132004198e-004	3.850146e+000
7.025405805012187e-004	4.077402e+000
7.056023496743244e-004	4.338791e+000
7.089604750665548e-004	4.694192e+000
7.119400335006436e-004	5.045357e+000
7.133950562403740e-004	5.219830e+000
7.143078256179003e-004	5.321777e+000
7.148552509262160e-004	5.375206e+000
7.151816737079806e-004	5.401869e+000
7.156389579002561e-004	5.431681e+000
7.163139663162112e-004	5.464863e+000
7.169571126723927e-004	5.486905e+000
7.175315196737713e-004	5.499804e+000
7.181526768774206e-004	5.508851e+000
7.190089433956840e-004	5.516991e+000
7.199358473070175e-004	5.522737e+000
7.210948851705467e-004	5.527343e+000
7.224737629886791e-004	5.530636e+000
7.242605444615991e-004	5.532313e+000
7.262249909400651e-004	5.531102e+000
7.284939157193021e-004	5.525060e+000
7.321716171746486e-004	5.504631e+000
7.370544296746486e-004	5.456939e+000
7.419372421746486e-004	5.379555e+000
7.454392885636209e-004	5.289665e+000
7.488801174783906e-004	5.147137e+000
7.525391669758782e-004	4.919961e+000
7.556002706387489e-004	4.658229e+000
7.589575091525112e-004	4.302645e+000
7.618936400215182e-004	3.956318e+000
7.633414960663708e-004	3.782287e+000
7.642469551412529e-004	3.680744e+000
7.648237410096419e-004	3.624090e+000
7.651474023511194e-004	3.597513e+000
7.656208567161746e-004	3.566561e+000
7.662861639190430e-004	3.533760e+000
7.669269988398146e-004	3.511781e+000
7.675182924976457e-004	3.498487e+000
7.681444906199381e-004	3.489364e+000
7.689834646615250e-004	3.481430e+000
7.699408068986398e-004	3.475532e+000
7.710819796534501e-004	3.471004e+000
7.724587974244810e-004	3.467718e+000
7.742353783459557e-004	3.466034e+000
7.762156195103720e-004	3.467232e+000
7.784786733465004e-004	3.473223e+000
7.821470265880601e-004	3.493527e+000
7.870298390880601e-004	3.541047e+000
7.919126515880601e-004	3.618246e+000
7.954510047045784e-004	3.708859e+000
7.988841837786646e-004	3.850906e+000
8.025558654583889e-004	4.078840e+000
8.056271338656599e-004	4.341486e+000
8.089917685807724e-004	4.697926e+000
8.119158202090874e-004	5.042730e+000
8.133919838816773e-004	5.219837e+000
8.143012498716857e-004	5.321421e+000
8.148539673768946e-004	5.375378e+000
8.151797876630801e-004	5.401994e+000
8.156376723058871e-004	5.431837e+000
8.163118250956552e-004	5.464967e+000
8.169554625980610e-004	5.487027e+000
8.175257000404221e-004	5.499846e+000
8.181458552717041e-004	5.508886e+000
8.190110103970415e-004	5.517119e+000
8.199335044486520e-004	5.522840e+000
8.210968150925223e-004	5.527460e+000
8.224703831246999e-004	5.530742e+000
8.242533533205339e-004	5.532419e+000
8.262223132027409e-004	5.531212e+000
8.284895604802637e-004	5.525185e+000
8.321645910519414e-004	5.504790e+000
8.370474035519414e-004	5.457139e+000
8.419302160519414e-004	5.379865e+000
8.454213090330880e-004	5.290436e+000
8.488591401547930e-004	5.148375e+000
8.525178965883408e-004	4.921793e+000
8.555719471253618e-004	4.661218e+000
8.589242665023363e-004	4.306555e+000
8.619220083447746e-004	3.953344e+000
8.634063744409402e-004	3.775681e+000
8.643361753213554e-004	3.672321e+000
8.648659761855164e-004	3.621081e+000
8.651943064901976e-004	3.594610e+000
8.656565987282844e-004	3.564893e+000
8.663218981063861e-004	3.532701e+000
8.669649430168162e-004	3.511191e+000
8.676145070457827e-004	3.497076e+000
8.682289411498593e-004	3.488501e+000
8.691071017897634e-004	3.480630e+000
8.700447934879254e-004	3.475129e+000
8.712497126490229e-004	3.470602e+000
8.726355575769472e-004	3.467446e+000
8.741990478375170e-004	3.466067e+000
8.762020885241175e-004	3.467324e+000
8.784566651030551e-004	3.473240e+000
8.821115170861004e-004	3.493376e+000
8.869943295861004e-004	3.540707e+000
8.918771420861004e-004	3.617635e+000
8.954271038798088e-004	3.708218e+000
8.988570908963632e-004	3.849672e+000
9.025313147244651e-004	4.077137e+000
9.055982970958020e-004	4.338856e+000
9.089595648503566e-004	4.694563e+000
9.119419388568106e-004	5.045901e+000
9.134535530340928e-004	5.226588e+000
9.143779448276766e-004	5.329082e+000
9.148856997822000e-004	5.378000e+000
9.152154501306793e-004	5.404544e+000
9.156591182796004e-004	5.433095e+000
9.163357410906254e-004	5.465884e+000
9.169822873543772e-004	5.487548e+000
9.176364309480063e-004	5.501739e+000
9.182364518928109e-004	5.510083e+000
9.191454612334604e-004	5.518210e+000
9.200457239263251e-004	5.523491e+000
9.212872833117802e-004	5.528125e+000
9.226695890015229e-004	5.531256e+000
9.242117186490855e-004	5.532590e+000
9.262068079508185e-004	5.531317e+000
9.284643413457292e-004	5.525375e+000
9.321239028943001e-004	5.505174e+000
9.370067153943001e-004	5.457746e+000
9.418895278943001e-004	5.380821e+000
9.453863657739931e-004	5.291692e+000
9.488192739350646e-004	5.150528e+000
9.524802401421020e-004	4.924918e+000
9.555099879427608e-004	4.667470e+000
9.588604515218637e-004	4.313760e+000
9.619860608148238e-004	3.946160e+000
9.634930317278040e-004	3.766890e+000
9.644536102598828e-004	3.661394e+000
9.649238224135354e-004	3.616886e+000
9.652614124289723e-004	3.590372e+000
9.657079279790430e-004	3.562385e+000
9.663772313337731e-004	3.530941e+000
9.670260817654520e-004	3.509822e+000
9.676443657345263e-004	3.496772e+000
9.682976267344889e-004	3.487915e+000
9.691589510445656e-004	3.480373e+000
9.701278393490643e-004	3.474845e+000
9.713166341525760e-004	3.470499e+000
9.727605711061939e-004	3.467336e+000
9.742780799714113e-004	3.466095e+000
9.762315201742243e-004	3.467434e+000
9.785045351817371e-004	3.473513e+000
9.821887484197061e-004	3.494014e+000
9.870715609197060e-004	3.541764e+000
9.919543734197059e-004	3.619293e+000
9.954773271833445e-004	3.709910e+000
9.989139454030717e-004	3.852658e+000
1.002581761481574e-003	4.080950e+000
1.005635484249806e-003	4.342556e+000
1.009009611526009e-003	4.700276e+000
1.011894411089667e-003	5.040477e+000
1.013407123348104e-003	5.221876e+000
1.014317276080393e-003	5.323365e+000
1.014862134968329e-003	5.376368e+000
1.015187635346913e-003	5.402855e+000
1.015640697306290e-003	5.432284e+000
1.016314468714240e-003	5.465283e+000
1.016960085024049e-003	5.487317e+000
1.017541479729078e-003	5.500302e+000
1.018162540192543e-003	5.509280e+000
1.019027255353666e-003	5.517428e+000
1.019951479026910e-003	5.523108e+000
1.021120510118477e-003	5.527709e+000
1.022502382783894e-003	5.530983e+000
1.024255236529300e-003	5.532609e+000
1.026223014455105e-003	5.531387e+000
1.028490701042959e-003	5.525356e+000
1.032166431089187e-003	5.504953e+000
1.037049243589187e-003	5.457296e+000
1.041932056089187e-003	5.380035e+000
1.045417351298643e-003	5.290796e+000
1.048853742590154e-003	5.148893e+000
1.052512118000489e-003	4.922831e+000
1.055515825805705e-003	4.667120e+000
1.058883971099578e-003	4.311232e+000
1.061979947950655e-003	3.947020e+000
1.063487329194516e-003	3.767591e+000
1.064444725691789e-003	3.662344e+000
1.064919643247814e-003	3.617311e+000
1.065256224620974e-003	3.590816e+000
1.065703556112168e-003	3.562713e+000
1.066372453909611e-003	3.531199e+000
1.067020888744048e-003	3.510033e+000
1.067640290069582e-003	3.496916e+000
1.068291422020981e-003	3.488058e+000
1.069151180441029e-003	3.480505e+000
1.070119282014502e-003	3.474962e+000
1.071306195144131e-003	3.470605e+000
1.072746556705641e-003	3.467429e+000
1.074250053449398e-003	3.466179e+000
1.076221084410526e-003	3.467502e+000
1.078487561888673e-003	3.473523e+000
1.082161366754232e-003	3.493895e+000
1.087044179254232e-003	3.541498e+000
1.091926991754232e-003	3.618818e+000
1.095459243727615e-003	3.709424e+000
1.098893429005516e-003	3.851718e+000
1.102563329249305e-003	4.079625e+000
1.105607417779691e-003	4.339934e+000
1.108981250763624e-003	4.697296e+000
1.111918319410899e-003	5.043439e+000
1.113431633400677e-003	5.224601e+000
1.114349384860066e-003	5.326628e+000
1.114873316133834e-003	5.377332e+000
1.115201029477120e-003	5.403848e+000
1.115648721331028e-003	5.432790e+000
1.116324149703412e-003	5.465694e+000
1.116970000570243e-003	5.487599e+000
1.117561448696249e-003	5.500696e+000
1.118183903029560e-003	5.509604e+000
1.119050570216351e-003	5.517674e+000
1.119975837163388e-003	5.523299e+000
1.121152893030421e-003	5.527880e+000
1.122543132587859e-003	5.531137e+000
1.124255972267548e-003	5.532697e+000
1.126223288420925e-003	5.531458e+000
1.128491146638476e-003	5.525425e+000
1.132167149952683e-003	5.505020e+000
1.137049962452683e-003	5.457360e+000
1.141932774952683e-003	5.380100e+000
1.145417291675799e-003	5.290885e+000
1.148853685984452e-003	5.148993e+000
1.152511817582755e-003	4.922979e+000
1.155513838317898e-003	4.667469e+000
1.158879080375923e-003	4.311962e+000
1.161971972411049e-003	3.948129e+000
1.163479870133743e-003	3.768540e+000
1.164434194726961e-003	3.663497e+000
1.164914820149501e-003	3.617821e+000
1.165250307714474e-003	3.591338e+000
1.165699069929522e-003	3.563066e+000
1.166367511134956e-003	3.531469e+000
1.167015186980571e-003	3.510259e+000
1.167637762253861e-003	3.497030e+000
1.168284328352709e-003	3.488203e+000
1.169146273365735e-003	3.480609e+000
1.170110524106376e-003	3.475069e+000
1.171299222182878e-003	3.470692e+000
1.172732346703551e-003	3.467517e+000
1.174238286788528e-003	3.466253e+000
1.176216702625102e-003	3.467566e+000
1.178480435016397e-003	3.473562e+000
1.182149868799606e-003	3.493880e+000
1.187032681299606e-003	3.541423e+000
1.191915493799606e-003	3.618654e+000
1.195450968091606e-003	3.709237e+000
1.198884313209917e-003	3.851345e+000
1.202555031277312e-003	4.079079e+000
1.205594739853975e-003	4.338807e+000
1.208968132031579e-003	4.695978e+000
1.211928431893520e-003	5.044762e+000
1.213442065797869e-003	5.225823e+000
1.214363275494359e-003	5.328094e+000
1.214878417081312e-003	5.377829e+000
1.215207158390674e-003	5.404355e+000
1.215652572359087e-003	5.433082e+000
1.216328623244698e-003	5.465927e+000
1.216974816023893e-003	5.487627e+000
1.217632730438378e-003	5.501932e+000
1.218228874787230e-003	5.510238e+000
1.219141661719194e-003	5.518409e+000
1.220038224485306e-003	5.523677e+000
1.221283562339096e-003	5.528332e+000
1.222660300533307e-003	5.531458e+000
1.224204912392897e-003	5.532801e+000
1.226204272901767e-003	5.531534e+000
1.228460218045603e-003	5.525606e+000
1.232117249909520e-003	5.505437e+000
1.237000062409520e-003	5.458049e+000
1.241882874909520e-003	5.381186e+000
1.245382341116743e-003	5.292067e+000
1.248814869479878e-003	5.151029e+000
1.252476665127603e-003	4.925735e+000
1.255472402545786e-003	4.671598e+000
1.258831365275914e-003	4.317350e+000
1.262017688621819e-003	3.942982e+000
1.263527701235271e-003	3.763823e+000
1.264502653991083e-003	3.657359e+000
1.264960924127137e-003	3.614455e+000
1.265305364417321e-003	3.587819e+000
1.265747558697969e-003	3.560590e+000
1.266416697919092e-003	3.529410e+000
1.266960819097467e-003	3.511491e+000
1.267546514191764e-003	3.498897e+000
1.268342910080990e-003	3.487752e+000
1.269117790942455e-003	3.480824e+000
1.270168517533913e-003	3.474852e+000
1.271223033269072e-003	3.470970e+000
1.272837606401304e-003	3.467503e+000
1.274435453618023e-003	3.466259e+000
1.276290094190628e-003	3.467682e+000
1.278599796896362e-003	3.474089e+000
1.282342380142615e-003	3.495328e+000
1.287225192642615e-003	3.543918e+000
1.292108005142615e-003	3.622549e+000
1.295549666429209e-003	3.712362e+000
1.299011869029803e-003	3.857900e+000
1.302657055560267e-003	4.086812e+000
1.305706736170133e-003	4.349727e+000
1.309072136986077e-003	4.707510e+000
1.311817303860348e-003	5.031806e+000
1.313320296505639e-003	5.212977e+000
1.314208558258138e-003	5.312913e+000
1.314833644796803e-003	5.374616e+000
1.315153058041334e-003	5.400980e+000
1.315625094016476e-003	5.431894e+000
1.316295328367745e-003	5.465002e+000
1.316935903393198e-003	5.487051e+000
1.317504324224821e-003	5.499949e+000
1.318099952825961e-003	5.508782e+000
1.318938003450561e-003	5.516932e+000
1.319882781665126e-003	5.522945e+000
1.321008329301740e-003	5.527543e+000
1.322396070863909e-003	5.530904e+000
1.324366253368972e-003	5.532765e+000
1.326264342900393e-003	5.531542e+000
1.328557917667244e-003	5.525280e+000
1.332274849895281e-003	5.504361e+000
1.337157662395280e-003	5.456120e+000
1.342040474895280e-003	5.377623e+000
1.345600509203299e-003	5.284449e+000
1.349087962534245e-003	5.136795e+000
1.352742387499985e-003	4.904922e+000
1.355844065520316e-003	4.635035e+000
1.359227054268726e-003	4.273518e+000
1.361714878137049e-003	3.978670e+000
1.363215228525491e-003	3.796721e+000
1.364081631233613e-003	3.698579e+000
1.364839454147909e-003	3.623138e+000
1.365156223555678e-003	3.597003e+000
1.365661745988523e-003	3.564162e+000
1.366244252793792e-003	3.535059e+000
1.366769380624368e-003	3.516338e+000
1.367358522085034e-003	3.502080e+000
1.368024746047115e-003	3.491449e+000
1.368884727934096e-003	3.482652e+000
1.369780644273412e-003	3.476761e+000
1.370879960240888e-003	3.472113e+000
1.372226089934029e-003	3.468649e+000
1.374147025022743e-003	3.466588e+000
1.376182708479145e-003	3.467645e+000
1.378425142376366e-003	3.473456e+000
1.382060649139713e-003	3.493357e+000
1.386943461639713e-003	3.540424e+000
1.391826274139713e-003	3.617027e+000
1.395407121405918e-003	3.708171e+000
1.398859053499441e-003	3.850305e+000
1.402521843043363e-003	4.076436e+000
1.405513596968482e-003	4.330904e+000
1.408865327240148e-003	4.684790e+000
1.411979800859715e-003	5.051042e+000
1.413478078484763e-003	5.229662e+000
1.414417147619129e-003	5.333372e+000
1.414901316539602e-003	5.379695e+000
1.415233716780261e-003	5.406230e+000
1.415670504718795e-003	5.434133e+000
1.416348084203978e-003	5.466688e+000
1.416998168932679e-003	5.488349e+000
1.417623121847158e-003	5.501837e+000
1.418254176529313e-003	5.510597e+000
1.419107166691987e-003	5.518268e+000
1.420046140268418e-003	5.523798e+000
1.421235901214295e-003	5.528292e+000
1.422663442769260e-003	5.531528e+000
1.424272018235527e-003	5.532913e+000
1.426229263188832e-003	5.531618e+000
1.428500864326141e-003	5.525552e+000
1.432182826730084e-003	5.505073e+000
1.437065639230084e-003	5.457333e+000
1.441948451730084e-003	5.379919e+000
1.445439379592013e-003	5.290335e+000
1.448875467106034e-003	5.148106e+000
1.452534409589037e-003	4.921440e+000
1.455550905978308e-003	4.664109e+000
1.458922126014337e-003	4.307523e+000
1.461944272290428e-003	3.951692e+000
1.463450985615864e-003	3.771818e+000
1.464393028987528e-003	3.667671e+000
1.464895875132769e-003	3.619507e+000
1.465227498997886e-003	3.593075e+000
1.465681510994507e-003	3.564204e+000
1.466348849023646e-003	3.532305e+000
1.466993737486287e-003	3.510963e+000
1.467627508066039e-003	3.497343e+000
1.468259360638664e-003	3.488617e+000
1.469127794370793e-003	3.480893e+000
1.470080295001264e-003	3.475362e+000
1.471274282354584e-003	3.470919e+000
1.472685305096987e-003	3.467750e+000
1.474223273650436e-003	3.466428e+000
1.476211111504200e-003	3.467715e+000
1.478471341104007e-003	3.473680e+000
1.482135196740242e-003	3.493930e+000
1.487018009240242e-003	3.541397e+000
1.491900821740242e-003	3.618520e+000
1.495440015096512e-003	3.709067e+000
1.498872448117073e-003	3.850953e+000
1.502544197345557e-003	4.078476e+000
1.505578348609294e-003	4.337478e+000
1.508951175440179e-003	4.694416e+000
1.511940064246113e-003	5.046447e+000
1.513454241703210e-003	5.227403e+000
1.514379832223400e-003	5.329980e+000
1.514884368792720e-003	5.378542e+000
1.515214412224571e-003	5.405080e+000
1.515657038715907e-003	5.433537e+000
1.516333733094985e-003	5.466293e+000
1.516980626062890e-003	5.487951e+000
1.517632148325914e-003	5.502074e+000
1.518234437342013e-003	5.510445e+000
1.519140796552540e-003	5.518550e+000
1.520043161037757e-003	5.523844e+000
1.521281991675258e-003	5.528471e+000
1.522667085874737e-003	5.531610e+000
1.524213520276183e-003	5.532948e+000
1.526207478967243e-003	5.531675e+000
1.528465432762069e-003	5.525730e+000
1.532125663880905e-003	5.505522e+000
1.537008476380905e-003	5.458091e+000
1.541891288880905e-003	5.381171e+000
1.545388126208773e-003	5.292053e+000
1.548821340233417e-003	5.150895e+000
1.552482546027825e-003	4.925523e+000
1.555478441582568e-003	4.671278e+000
1.558837634600696e-003	4.316945e+000
1.562013726407792e-003	3.943740e+000
1.563523866115173e-003	3.764492e+000
1.564496301073399e-003	3.658201e+000
1.564956416656110e-003	3.615043e+000
1.565299635186402e-003	3.588428e+000
1.565742542825150e-003	3.561069e+000
1.566411751123501e-003	3.529773e+000
1.566956943331936e-003	3.511755e+000
1.567542861478080e-003	3.499108e+000
1.568335979465420e-003	3.487967e+000
1.569111214644314e-003	3.481011e+000
1.570159675495323e-003	3.475028e+000
1.571213059717625e-003	3.471134e+000
1.572821423189334e-003	3.467665e+000
1.574433312774390e-003	3.466399e+000
1.576289297629356e-003	3.467815e+000
1.578598501483233e-003	3.474217e+000
1.582340291521051e-003	3.495448e+000
1.587223104021051e-003	3.544029e+000
1.592105916521050e-003	3.622647e+000
1.595547111679526e-003	3.712433e+000
1.599009251050150e-003	3.857945e+000
1.602654430457400e-003	4.086815e+000
1.605702852682588e-003	4.349583e+000
1.609067972424936e-003	4.707312e+000
1.611817345010395e-003	5.032094e+000
1.613320295882274e-003	5.213248e+000
1.614208926692464e-003	5.313216e+000
1.614832319729845e-003	5.374741e+000
1.615151792834433e-003	5.401107e+000
1.615623438321394e-003	5.431998e+000
1.616293819001586e-003	5.465115e+000
1.616934284098250e-003	5.487163e+000
1.617503139220451e-003	5.500071e+000
1.618098882105414e-003	5.508906e+000
1.618936786515025e-003	5.517053e+000
1.619881525385644e-003	5.523067e+000
1.621007162574672e-003	5.527666e+000
1.622394963687376e-003	5.531027e+000
1.624365386229080e-003	5.532889e+000
1.626264020168083e-003	5.531668e+000
1.628557392795600e-003	5.525407e+000
1.632274003442106e-003	5.504492e+000
1.637156815942106e-003	5.456259e+000
1.642039628442106e-003	5.377781e+000
1.645598513913713e-003	5.284670e+000
1.649085363952495e-003	5.137102e+000
1.652739886796298e-003	4.905326e+000
1.655839441076048e-003	4.635725e+000
1.659221928116012e-003	4.274341e+000
1.661719171149218e-003	3.978417e+000
1.663219307467205e-003	3.796531e+000
1.664086429878861e-003	3.698323e+000
1.664839566752837e-003	3.623359e+000
1.665156301505859e-003	3.597221e+000
1.665661160045640e-003	3.564402e+000
1.666245893068143e-003	3.535173e+000
1.666771196926086e-003	3.516438e+000
1.667359714946077e-003	3.502196e+000
1.668027411739002e-003	3.491546e+000
1.668887669337392e-003	3.482750e+000
1.669783141465039e-003	3.476867e+000
1.670882495137730e-003	3.472223e+000
